sample,MYCN,RET,KIT,PROM1,PTRH2,TLE5,TLE1,GAPDH,TCF7,RELA,RPL30,PSMC5,WDTC1,RRP1,HNRNPL,PCBP1,RER1,A2ML1,ZFHX3
TCGA-MN-A4N1-01,-2.245,-5.012,1.527,-0.4131,4.458,8.896,4.999,12.15,1.614,5.811,10.78,7.429,4.976,4.333,7.641,7.37,7.154,-1.392,1.732
TCGA-GK-A6C7-01,0.0718,-3.171,2.334,-3.458,4.321,8.707,4.596,11.23,1.171,6.292,10.75,7.069,4.544,4.13,7.63,8.93,5.78,-3.816,2.499
TCGA-IQ-A61O-01,-2.245,0.5763,3.06,-2.826,4.616,7.039,2.909,12.09,1.688,5.827,11.36,7.272,4.113,3.759,7.529,7.916,6.458,-5.574,1.138
TCGA-92-8063-01,-0.4921,0.7999,0.3231,-1.392,4.332,7.728,4.249,12.68,3.962,6.012,10.92,7.083,5.076,5.447,7.963,8.717,7.007,2.409,2.305
GTEX-145LV-0226-SM-5S2QG,-1.248,-5.012,-2.932,-0.394,2.59,8.826,2.801,11.48,-0.0574,4.309,9.57,6.396,4.033,2.161,6.077,6.491,4.991,-1.283,0.4967
GTEX-S7SE-0826-SM-4AT4D,-1.47,2.694,2.943,-3.626,3.92,8.686,5.195,10.13,1.481,6.527,11.1,6.709,4.124,3.539,7.458,8.113,6.023,-2.178,1.043
TCGA-EW-A423-01,0.1903,2.544,1.196,-0.1345,5.544,8.937,3.091,11.17,1.311,6.18,11.1,7.38,4.37,4.805,7.746,7.537,6.446,-4.035,0.8488
TCGA-ED-A627-01,-4.035,-0.5973,-1.51,3.412,4.457,7.68,5.91,10.4,2.926,5.119,10.3,6.75,4.092,3.416,6.775,7.821,6.198,-9.966,0.679
GTEX-XXEK-1026-SM-4BRUW,-0.0877,-0.0574,4.007,3.668,3.844,7.982,3.561,10.52,2.731,5.526,9.907,6.447,4.261,3.496,7.036,7.359,6.418,-2.315,0.6517
TCGA-A4-7286-01,-4.293,-1.831,-0.8084,5.324,3.923,8.338,3.577,12.49,1.145,5.234,9.877,7.089,4.721,3.318,6.72,7.756,5.898,-5.574,1.245
